,lat,lon,h_li,x_atc,q_flag
0,35.40065953866399,76.86342452908696,6610.305,3938214.5221664566,1.0
1,35.40083935262037,76.8634026996782,6593.346,3938234.5703316815,0.0
2,35.40101917064568,76.86338092200788,6580.1797,3938254.61849675,1.0
3,35.40119899873949,76.86335927165482,6565.236,3938274.66666166,1.0
5,35.40191846636226,76.86327464511152,6460.846,3938354.859319732,1.0
6,35.40209836794119,76.863253925099,6458.3286,3938374.9074838576,0.0
7,35.40227827779922,76.86323330951689,6469.9707,3938394.9556478257,0.0
10,35.40317786634705,76.86313072833258,6505.947,3938495.19646531,0.0
11,35.40335777249145,76.86311006838855,6480.63,3938515.244628335,0.0
12,35.40353767142175,76.86308931856098,6444.8823,3938535.2927912036,1.0
13,35.40371756259791,76.86306847044744,6409.2534,3938555.340953914,1.0
15,35.40443703165594,76.86298385893821,6358.5635,3938635.533603187,0.0
16,35.40461644001198,76.8629624371805,6387.315,3938655.5817651125,1.0
17,35.40479529836602,76.86294107419013,6412.884,3938675.629926881,0.0
18,35.404976575539095,76.86291965801217,6401.4976,3938695.6780884922,0.0
19,35.405156441022136,76.86289848303608,6383.319,3938715.726249946,0.0
21,35.40569605782172,76.8628352167986,6312.9805,3938775.8707333645,0.0
22,35.40587593621684,76.86281420536409,6310.119,3938795.91889419,0.0
23,35.4060558214271,76.86279327933386,6306.473,3938815.967054858,0.0
24,35.40623569618476,76.86277222013427,6308.9893,3938836.01521537,0.0
25,35.40641555446483,76.86275095166769,6318.1387,3938856.063375723,0.0
27,35.40695502019456,76.86268576168436,6345.1157,3938916.207855843,0.0
28,35.40713477586804,76.86266319549878,6355.5127,3938936.256015568,0.0
29,35.407314499952534,76.86264022670048,6367.3594,3938956.3041751357,0.0
30,35.407494218400565,76.86261718695789,6374.31,3938976.352334547,0.0
31,35.4082132192429,76.86252663627204,6386.5244,3939056.544970619,0.0
32,35.40839306732284,76.8625052423792,6397.378,3939076.5931292446,0.0
33,35.40857295875198,76.86248439334184,6412.408,3939096.641287713,0.0
34,35.40875287582395,76.86246387071401,6428.092,3939116.689446024,0.0
36,35.409652467685284,76.86236133428463,6497.489,3939216.930235221,0.0
37,35.40983231363033,76.86233991146253,6496.2505,3939236.9783925884,0.0
38,35.41001213328464,76.86231815465499,6500.455,3939257.026549799,0.0
39,35.410911146713744,76.86220829350339,6565.636,3939357.267333496,0.0
40,35.411090991294124,76.86218685143643,6578.513,3939377.315489763,0.0
41,35.411270854780696,76.86216564984727,6586.6504,3939397.363645874,0.0
42,35.41217025170675,76.8620606534098,6598.5415,3939497.6044240696,0.0
43,35.412350107171456,76.86203935002544,6610.5796,3939517.6525792363,0.0
44,35.41252995853443,76.86201799570426,6614.5703,3939537.7007342475,0.0
45,35.41270981036084,76.86199664730998,6614.4087,3939557.7488891003,0.0
46,35.413429274812934,76.86191199032197,6507.639,3939637.941506941,0.0
47,35.41360914824134,76.86189091443873,6519.045,3939657.9896610077,0.0
48,35.413789025107725,76.86186988263711,6532.254,3939678.037814918,0.0
49,35.41396889760961,76.86184879626148,6541.325,3939698.0859686704,0.0
50,35.414148760721986,76.8618275908949,6550.239,3939718.134122266,0.0
51,35.41468829680607,76.86176330723339,6494.808,3939778.2785821105,1.0
52,35.41486809371819,76.86174126578948,6469.9927,3939798.326735077,0.0
53,35.41504787452488,76.8617190203567,6445.872,3939818.374887886,0.0
54,35.415227653213215,76.86169674897587,6419.7305,3939838.423040538,0.0
55,35.415407433797924,76.861674500817,6398.3027,3939858.4711930337,0.0
56,35.41558722223304,76.86165235159814,6380.641,3939878.5193453715,0.0
57,35.415767026857395,76.86163040746976,6369.2344,3939898.5674975524,0.0
58,35.41594684038798,76.86160857644495,6357.747,3939918.615649576,0.0
59,35.41612669914409,76.86158731802738,6339.438,3939938.663801443,0.0
60,35.41630660191965,76.86156662175347,6283.01,3939958.7119531515,1.0
61,35.41648652323402,76.86154616140408,6221.696,3939978.7601047033,1.0
62,35.416666459143755,76.86152588523737,6162.9253,3939998.8082560985,0.0
63,35.41684639883381,76.86150565465073,6129.5693,3940018.8564073355,0.0
64,35.417026343458325,76.86148548629387,6099.187,3940038.904558416,0.0
65,35.41720628860787,76.86146532483951,6070.451,3940058.9527093396,0.0
66,35.417386232014664,76.86144514106451,6039.126,3940079.0008601057,0.0
