,lat,lon,h_li,x_atc,q_flag
12,34.04931317415108,74.97459489620837,1944.4082,3787343.974819289,1.0
14,34.083991285351786,74.97001700623542,4822.671,3791213.5021141716,1.0
29,34.15941189969222,74.96176763884068,3094.723,3799614.166518451,1.0
30,34.159593401208426,74.96176670466173,2952.04,3799634.215805337,1.0
37,34.1608479037255,74.96156013162326,3298.2104,3799774.5608093375,1.0
49,34.16300777668471,74.96132220381998,3096.4834,3800015.152227647,1.0
50,34.16318805799018,74.9613060197778,3053.1567,3800035.20151153,1.0
51,34.16336782406865,74.96128339805989,3060.8938,3800055.250795263,1.0
52,34.16354768788968,74.96126200172529,3062.2122,3800075.300078846,1.0
53,34.16372752815236,74.96124030967297,3064.3943,3800095.3493622784,1.0
58,34.16459828272906,74.96077647829526,5301.546,3800195.5957771875,1.0
61,34.16516438478978,74.96104348645176,3147.691,3800255.743624332,1.0
62,34.16534393834872,74.96101820602124,3157.324,3800275.7929064124,1.0
63,34.16552353571858,74.96099347451633,3168.4644,3800295.8421883425,1.0
64,34.165703190687886,74.96096946682385,3172.987,3800315.891470124,1.0
65,34.165883107735446,74.96094873797085,3159.1287,3800335.9407517537,1.0
66,34.16606299367951,74.96092762016406,3147.3354,3800355.9900332345,1.0
67,34.166242903358,74.96090679115235,3136.3252,3800376.039314564,1.0
68,34.16642273835884,74.96088503666974,3133.224,3800396.0885957438,1.0
69,34.16660256239825,74.96086313954598,3130.9468,3800416.1378767737,1.0
70,34.16678237765769,74.96084112194325,3131.162,3800436.1871576533,1.0
71,34.16696219553642,74.96081916827492,3133.8215,3800456.236438382,1.0
72,34.16714208092724,74.96079804323415,3128.6611,3800476.285718961,1.0
73,34.167321952708996,74.96077674613349,3124.3628,3800496.334999389,1.0
74,34.16750182308949,74.96075542874868,3119.6958,3800516.384279668,1.0
75,34.1676817222325,74.96073447319506,3113.6797,3800536.433559797,1.0
76,34.167861520961566,74.96071226871771,3110.9084,3800556.482839774,1.0
77,34.16804184682184,74.96069664966683,3065.4397,3800576.532119603,1.0
78,34.16822156588164,74.96067346271838,3066.2295,3800596.58139928,1.0
81,34.16876178234848,74.96061705039608,2975.204,3800656.7292374126,1.0
82,34.168941549288554,74.96059444144538,2967.913,3800676.7785164895,1.0
83,34.169121383362736,74.9605726683856,2953.8113,3800696.827795416,1.0
84,34.16930110784463,74.96054953656682,2950.3179,3800716.8770741927,1.0
85,34.169480663582235,74.96052428482247,2957.7283,3800736.92635282,1.0
86,34.16966044594499,74.96050187370963,2949.5217,3800756.9756312952,1.0
87,34.169840325009076,74.96048066571552,2935.1897,3800777.024909621,1.0
88,34.170020183479345,74.96045919931629,2920.7427,3800797.074187797,1.0
89,34.17020007017537,74.96043808457807,2906.903,3800817.123465822,1.0
90,34.170379920778615,74.96041652811712,2897.0872,3800837.1727436977,1.0
91,34.170559649208144,74.96039343893449,2897.2847,3800857.222021423,1.0
92,34.17073958032694,74.9603728876613,2884.8137,3800877.271298997,1.0
93,34.17091941158051,74.96035109702862,2878.0818,3800897.320576422,1.0
94,34.17109971413833,74.96033516728386,2834.8442,3800917.3698536963,1.0
95,34.17127971496001,74.9603154794485,2816.1646,3800937.4191308203,1.0
96,34.17145966351137,74.96029513661648,2800.9883,3800957.4684077944,1.0
97,34.17163965944265,74.96027540323394,2781.4404,3800977.517684618,1.0
98,34.17181960356185,74.96025500722692,2766.2998,3800997.5669612917,1.0
99,34.171999532345566,74.96023441948026,2752.1445,3801017.616237815,1.0
100,34.17217929393844,74.96021175035582,2749.8164,3801037.665514188,1.0
101,34.172359023512904,74.96018867793285,2748.4077,3801057.7147904104,1.0
102,34.17253869216453,74.96016484217944,2749.977,3801077.7640664824,1.0
103,34.172718405075784,74.96014156145509,2750.912,3801097.8133424055,1.0
104,34.172898171049425,74.96011894032787,2744.1147,3801117.862618178,1.0
105,34.173077955096666,74.96009654512741,2734.5352,3801137.9118937994,1.0
106,34.173257966736436,74.96007700105974,2704.5974,3801157.9611692713,1.0
107,34.173437616330084,74.9600529229435,2708.9607,3801178.0104445918,1.0
108,34.17361738734512,74.96003036742442,2700.427,3801198.0597197637,1.0
109,34.17379708261471,74.96000687029323,2699.538,3801218.1089947843,1.0
110,34.173977037754355,74.95998661856913,2679.2886,3801238.1582696554,1.0
111,34.17415680011999,74.959963951921,2676.258,3801258.2075443757,1.0
112,34.174340406641754,74.95998931673378,2365.4966,3801278.2568189465,1.0
114,34.174697030814514,74.95990776141787,2608.5447,3801318.3553676363,1.0
115,34.17488031563487,74.95992910472887,2329.8708,3801338.404641755,1.0
116,34.17505756471042,74.95987503823062,2527.604,3801358.4539157245,1.0
117,34.175229459920175,74.95975405918051,3155.193,3801378.5031895433,1.0
118,34.17541434734902,74.95979544370783,2763.3372,3801398.552463212,1.0
121,34.17595646955823,74.95976287905131,2503.1604,3801458.7002833164,1.0
122,34.17613617188634,74.95973946852595,2499.7827,3801478.7495563845,0.0
123,34.17631584657847,74.9597157018926,2497.7266,3801498.7988293013,0.0
124,34.17649551367465,74.9596918526048,2495.4766,3801518.8481020685,0.0
125,34.17667518196043,74.95966800892216,2493.1306,3801538.897374686,1.0
126,34.17685586783692,74.95965687874741,2409.7844,3801558.946647153,1.0
127,34.177035953288325,74.95963826221532,2381.736,3801578.9959194693,1.0
128,34.17721662184518,74.95962691459809,2294.8171,3801599.045191635,1.0
129,34.17739497497737,74.95958665658725,2411.4426,3801619.0944636506,1.0
130,34.1775735160692,74.95954872500147,2489.7756,3801639.1437355164,1.0
131,34.17775190009057,74.95950885083244,2595.9502,3801659.1930072317,1.0
132,34.17793156511153,74.95948498148269,2600.4705,3801679.242278797,1.0
133,34.178092826781224,74.95923117872601,4030.4966,3801699.291550211,1.0
134,34.17826166215433,74.95907198718157,4950.27,3801719.340821476,1.0
135,34.178443001123206,74.95906902331444,4820.655,3801739.3900925904,1.0
136,34.17861920652912,74.95900191937073,5105.983,3801759.4393635546,1.0
137,34.1787989812171,74.9589794148151,5104.111,3801779.488634369,1.0
141,34.18850958427085,74.95779856255359,4743.6333,3802862.1490351395,1.0
142,34.18868975214502,74.95778096126293,4713.857,3802882.1982976873,1.0
143,34.188869688086726,74.957760463682,4707.4585,3802902.2475600843,1.0
160,34.19230882668359,74.95762549045367,2887.1287,3803283.1835170663,1.0
161,34.192667880572756,74.9575742855265,2935.4248,3803323.282035697,1.0
163,34.19302813919144,74.95753814278874,2887.9514,3803363.380553726,1.0
164,34.19320796142846,74.9575162242345,2891.1301,3803383.4298125147,1.0
165,34.193387702865174,74.9574933102621,2899.3037,3803403.4790711533,1.0
166,34.193567428926116,74.95747018979318,2910.3977,3803423.528329642,1.0
167,34.19374693135759,74.95744428971426,2938.0398,3803443.57758798,1.0
171,34.194645517061055,74.95732815983169,3000.0632,3803543.823877414,1.0
172,34.194825412887276,74.95730716944865,2999.1775,3803563.8731348505,1.0
174,34.195185179526256,74.95726487524189,3002.6936,3803603.971649271,1.0
175,34.195365082607964,74.95724397429638,3003.413,3803624.0209062556,1.0
184,34.196983651575415,74.95704888423586,3043.1265,3803804.4642123505,1.0
185,34.197163635229096,74.95702898552423,3035.476,3803824.5134678325,1.0
186,34.19734363117142,74.95700924785922,3028.5364,3803844.562723162,1.0
187,34.19752356783122,74.95698876125854,3024.3872,3803864.6119783428,1.0
188,34.197703463185505,74.95696776190724,3022.3584,3803884.661233372,1.0
189,34.19788348292715,74.95694832859385,3014.7146,3803904.7104882514,1.0
190,34.198063548789136,74.95692946161245,3001.2415,3803924.759742981,1.0
